70808-1,2014,513,"The LEGO Movie",,,0,0,"Super Cycle Chase",//rebrickable.com/sets/70808-1/super-cycle-chase-the-lego-movie-2014,//rebrickable.com/img/sets-t/70808-1.jpg,//rebrickable.com/img/sets-s/70808-1.jpg,//rebrickable.com/img/sets-b/70808-1.jpg
21108-1,2014,507,"LEGO Ideas and CUUSOO",,,0,0,Ghostbusters,//rebrickable.com/sets/21108-1/ghostbusters-lego-ideas-and-cuusoo-2014,//rebrickable.com/img/sets-t/21108-1.jpg,//rebrickable.com/img/sets-s/21108-1.jpg,//rebrickable.com/img/sets-b/21108-1.jpg
41038-1,2014,498,Friends,"Jungle Rescue",,0,0,"Jungle Rescue Base",//rebrickable.com/sets/41038-1/jungle-rescue-base-jungle-rescue-2014,//rebrickable.com/img/sets-t/41038-1.jpg,//rebrickable.com/img/sets-s/41038-1.jpg,//rebrickable.com/img/sets-b/41038-1.jpg
75051-1,2014,488,"Star Wars",,,0,0,"Jedi Scout Fighter",//rebrickable.com/sets/75051-1/jedi-scout-fighter-star-wars-2014,//rebrickable.com/img/sets-t/75051-1.jpg,//rebrickable.com/img/sets-s/75051-1.jpg,//rebrickable.com/img/sets-b/75051-1.jpg
31026-1-b2,2014,486,Creator,,,0,0,"Flower Shop",//rebrickable.com/sets/31026-1-b2/flower-shop-creator-2014,//rebrickable.com/img/sets-t/31026-1-b2.jpg,//rebrickable.com/img/sets-s/31026-1-b2.jpg,//rebrickable.com/img/sets-b/31026-1-b2.jpg
76013-1,2014,485,"Super Heroes",Batman,,0,0,"The Joker Steam Roller",//rebrickable.com/sets/76013-1/the-joker-steam-roller-batman-2014,//rebrickable.com/img/sets-t/76013-1.jpg,//rebrickable.com/img/sets-s/76013-1.jpg,//rebrickable.com/img/sets-b/76013-1.jpg
10676-1,2014,479,Juniors,,,0,0,"Knights&amp;#039; Castle",//rebrickable.com/sets/10676-1/knights039%3B-castle-juniors-2014,//rebrickable.com/img/sets-t/10676-1.jpg,//rebrickable.com/img/sets-s/10676-1.jpg,//rebrickable.com/img/sets-b/10676-1.jpg
75046-1,2014,479,"Star Wars",,,0,0,"Coruscant Police Gunship",//rebrickable.com/sets/75046-1/coruscant-police-gunship-star-wars-2014,//rebrickable.com/img/sets-t/75046-1.jpg,//rebrickable.com/img/sets-s/75046-1.jpg,//rebrickable.com/img/sets-b/75046-1.jpg
79122-1,2014,476,"Teenage Mutant Ninja Turtles",,,0,0,"Shredder&#039;s Lair Rescue",//rebrickable.com/sets/79122-1/shredders-lair-rescue-teenage-mutant-ninja-turtles-2014,//rebrickable.com/img/sets-t/79122-1.jpg,//rebrickable.com/img/sets-s/79122-1.jpg,//rebrickable.com/img/sets-b/79122-1.jpg
70812-1,2014,473,"The LEGO Movie",,,0,0,"Creative Ambush",//rebrickable.com/sets/70812-1/creative-ambush-the-lego-movie-2014,//rebrickable.com/img/sets-t/70812-1.jpg,//rebrickable.com/img/sets-s/70812-1.jpg,//rebrickable.com/img/sets-b/70812-1.jpg
79017-1,2014,471,"The Hobbit and Lord of the Rings","The Hobbit","The Battle of the Five Armies",0,0,"The Battle of the Five Armies",//rebrickable.com/sets/79017-1/the-battle-of-the-five-armies-the-battle-of-the-five-armies-2014,//rebrickable.com/img/sets-t/79017-1.jpg,//rebrickable.com/img/sets-s/79017-1.jpg,//rebrickable.com/img/sets-b/79017-1.jpg
70144-1,2014,448,"Legends of Chima",,,0,0,"Laval&#039;s Fire Lion",//rebrickable.com/sets/70144-1/lavals-fire-lion-legends-of-chima-2014,//rebrickable.com/img/sets-t/70144-1.jpg,//rebrickable.com/img/sets-s/70144-1.jpg,//rebrickable.com/img/sets-b/70144-1.jpg
75050-1,2014,446,"Star Wars",,,0,0,B-Wing,//rebrickable.com/sets/75050-1/b-wing-star-wars-2014,//rebrickable.com/img/sets-t/75050-1.jpg,//rebrickable.com/img/sets-s/75050-1.jpg,//rebrickable.com/img/sets-b/75050-1.jpg
21107-1,2014,439,Minecraft,,,0,0,"Micro World - The End",//rebrickable.com/sets/21107-1/micro-world-the-end-minecraft-2014,//rebrickable.com/img/sets-t/21107-1.jpg,//rebrickable.com/img/sets-s/21107-1.jpg,//rebrickable.com/img/sets-b/21107-1.jpg
75042-1,2014,438,"Star Wars",,,0,0,"Droid Gunship",//rebrickable.com/sets/75042-1/droid-gunship-star-wars-2014,//rebrickable.com/img/sets-t/75042-1.jpg,//rebrickable.com/img/sets-s/75042-1.jpg,//rebrickable.com/img/sets-b/75042-1.jpg
75045-1,2014,434,"Star Wars",,,0,0,"Republic AV-7 Anti-Vehicle Cannon",//rebrickable.com/sets/75045-1/republic-av-7-anti-vehicle-cannon-star-wars-2014,//rebrickable.com/img/sets-t/75045-1.jpg,//rebrickable.com/img/sets-s/75045-1.jpg,//rebrickable.com/img/sets-b/75045-1.jpg
70132-1,2014,433,"Legends of Chima",,,0,0,"Scorm&#039;s Scorpion Stinger",//rebrickable.com/sets/70132-1/scorms-scorpion-stinger-legends-of-chima-2014,//rebrickable.com/img/sets-t/70132-1.jpg,//rebrickable.com/img/sets-s/70132-1.jpg,//rebrickable.com/img/sets-b/70132-1.jpg
76020-1,2014,432,"Super Heroes","Guardians of the Galaxy",,0,0,"Knowhere Escape Mission",//rebrickable.com/sets/76020-1/knowhere-escape-mission-guardians-of-the-galaxy-2014,//rebrickable.com/img/sets-t/76020-1.jpg,//rebrickable.com/img/sets-s/76020-1.jpg,//rebrickable.com/img/sets-b/76020-1.jpg
70163-1,2014,428,Agents,"Ultra Agents",,0,0,"Toxikita&#039;s Toxic Meltdown",//rebrickable.com/sets/70163-1/toxikitas-toxic-meltdown-ultra-agents-2014,//rebrickable.com/img/sets-t/70163-1.jpg,//rebrickable.com/img/sets-s/70163-1.jpg,//rebrickable.com/img/sets-b/70163-1.jpg
70727-1,2014,425,Ninjago,,,0,0,"X-1 Ninja Charger",//rebrickable.com/sets/70727-1/x-1-ninja-charger-ninjago-2014,//rebrickable.com/img/sets-t/70727-1.jpg,//rebrickable.com/img/sets-s/70727-1.jpg,//rebrickable.com/img/sets-b/70727-1.jpg
70806-1,2014,423,"The LEGO Movie",,,0,0,"Castle Cavalry",//rebrickable.com/sets/70806-1/castle-cavalry-the-lego-movie-2014,//rebrickable.com/img/sets-t/70806-1.jpg,//rebrickable.com/img/sets-s/70806-1.jpg,//rebrickable.com/img/sets-b/70806-1.jpg
60050-1,2014,421,Town,City,Trains,0,0,"Train Station",//rebrickable.com/sets/60050-1/train-station-trains-2014,//rebrickable.com/img/sets-t/60050-1.jpg,//rebrickable.com/img/sets-s/60050-1.jpg,//rebrickable.com/img/sets-b/60050-1.jpg
70143-1,2014,414,"Legends of Chima",,,0,0,"Sir Fangar&#039;s Sabre-Tooth Walker",//rebrickable.com/sets/70143-1/sir-fangars-sabre-tooth-walker-legends-of-chima-2014,//rebrickable.com/img/sets-t/70143-1.jpg,//rebrickable.com/img/sets-s/70143-1.jpg,//rebrickable.com/img/sets-b/70143-1.jpg
42022-1,2014,413,Technic,,,0,0,"Hot Rod",//rebrickable.com/sets/42022-1/hot-rod-technic-2014,//rebrickable.com/img/sets-t/42022-1.jpg,//rebrickable.com/img/sets-s/42022-1.jpg,//rebrickable.com/img/sets-b/42022-1.jpg
21115-1,2014,408,Minecraft,,,0,0,"The First Night",//rebrickable.com/sets/21115-1/the-first-night-minecraft-2014,//rebrickable.com/img/sets-t/21115-1.jpg,//rebrickable.com/img/sets-s/21115-1.jpg,//rebrickable.com/img/sets-b/21115-1.jpg
60045-1,2014,407,Town,City,Police,0,0,"Police Patrol",//rebrickable.com/sets/60045-1/police-patrol-police-2014,//rebrickable.com/img/sets-t/60045-1.jpg,//rebrickable.com/img/sets-s/60045-1.jpg,//rebrickable.com/img/sets-b/60045-1.jpg
70133-1,2014,406,"Legends of Chima",,,0,0,"Spinlyn&#039;s Cavern",//rebrickable.com/sets/70133-1/spinlyns-cavern-legends-of-chima-2014,//rebrickable.com/img/sets-t/70133-1.jpg,//rebrickable.com/img/sets-s/70133-1.jpg,//rebrickable.com/img/sets-b/70133-1.jpg
